0.2739726027397289, 32.885436388610465
1.2328767123287694, 32.72110232517851
2.054794520547949, 32.50281521080051
2.8767123287671232, 32.28452809642252
3.698630136986303, 31.957839898033683
4.794520547945208, 31.522255633515243
5.890410958904109, 31.03247082699138
6.849315068493151, 30.597134053532315
7.80821917808219, 30.10759673806784
8.767123287671232, 29.61805942260336
10, 28.96542549900385
10.82191780821918, 28.47613567459876
11.917808219178081, 27.87794978406405
13.287671232876711, 27.17086782739974
14.794520547945204, 26.355137295665195
16.164383561643834, 25.64805533900088
17.671232876712327, 24.886525349271757
19.315068493150687, 24.124747868483254
21.36986301369863, 23.19962628850033
23.287671232876708, 22.49155436759847
24.931506849315067, 21.89237851282623
26.164383561643834, 21.40234621524298
27.53424657534246, 21.020467510611184
29.04109589041096, 20.529940230909162
30.273972602739722, 20.14830901733675
32.1917808219178, 19.602838722451157
34.79452054794521, 18.94772988825779
36.849315068493155, 18.456212644318224
38.767123287671225, 17.964942891438053
40.68493150684931, 17.47367313855787
42.87671232876711, 16.981908403558922
44.7945205479452, 16.544839192684165
46.57534246575342, 16.162218014874213
48.767123287671225, 15.778854363886108
